Iteration,Algorithm,Core_Type,IPC,Memory_Usage,Cache_Hit_Rate
2,Radix,Out-of-Order,1.49,490.1,0.83
2,LU,Out-of-Order,1.04,410.6,0.83
2,Convolution,Out-of-Order,1.79,308.6,0.82
2,Radix,Out-of-Order,1.07,439.4,0.81
2,FFT,Out-of-Order,1.44,424.6,0.8
2,Convolution,Out-of-Order,1.7,575.4,0.8
2,Radix,In-Order,0.82,434.2,0.72
2,Convolution,Out-of-Order,1.47,304.5,0.82
2,FFT,In-Order,1.48,430.2,0.72
2,Matrix_Multiplication,Out-of-Order,1.73,418.9,0.82
2,Matrix_Multiplication,In-Order,1.29,561.6,0.73
2,LU,In-Order,0.88,391.8,0.72
2,Matrix_Multiplication,Out-of-Order,1.48,455.1,0.81
2,FFT,In-Order,0.85,351.7,0.72
2,LU,Out-of-Order,1.66,341.0,0.82
2,Convolution,Out-of-Order,1.43,513.7,0.81
2,Radix,Out-of-Order,1.63,394.7,0.83
2,Convolution,Out-of-Order,1.12,335.9,0.83
2,Matrix_Multiplication,Out-of-Order,1.71,438.4,0.83
2,FFT,In-Order,1.25,414.2,0.7
2,LU,Out-of-Order,1.57,566.4,0.83
2,Radix,In-Order,1.21,321.0,0.73
2,FFT,Out-of-Order,1.77,517.2,0.84
2,FFT,Out-of-Order,1.01,551.2,0.81
2,LU,Out-of-Order,1.35,355.8,0.83
2,Radix,In-Order,1.44,311.9,0.73
2,FFT,Out-of-Order,1.07,587.9,0.81
2,LU,Out-of-Order,1.51,308.8,0.82
2,Radix,In-Order,1.22,545.7,0.73
2,Convolution,Out-of-Order,1.01,408.1,0.83
2,LU,In-Order,1.48,431.7,0.7
2,Convolution,In-Order,1.28,389.8,0.74
2,Radix,In-Order,1.18,594.0,0.73
2,Convolution,Out-of-Order,1.47,585.0,0.8
2,Convolution,In-Order,0.82,464.8,0.7
2,FFT,In-Order,1.16,369.1,0.72
2,Matrix_Multiplication,In-Order,1.16,560.1,0.71
2,Radix,Out-of-Order,1.7,492.1,0.81
2,LU,Out-of-Order,1.13,570.3,0.83
2,FFT,In-Order,1.38,319.4,0.71
2,Convolution,Out-of-Order,1.7,595.8,0.8
2,Convolution,Out-of-Order,1.19,334.3,0.83
2,LU,In-Order,0.91,574.8,0.71
2,FFT,In-Order,1.4,336.5,0.71
2,LU,Out-of-Order,1.46,447.9,0.83
2,Radix,Out-of-Order,1.02,405.1,0.81
2,Matrix_Multiplication,In-Order,0.95,364.2,0.71
2,Matrix_Multiplication,Out-of-Order,1.2,409.4,0.82
2,LU,In-Order,0.98,542.0,0.71
2,Convolution,In-Order,1.32,432.7,0.73
2,Convolution,In-Order,1.22,402.9,0.7
2,Convolution,Out-of-Order,1.33,376.3,0.83
2,FFT,Out-of-Order,1.11,340.5,0.8
2,Radix,In-Order,1.17,384.3,0.72
2,Radix,Out-of-Order,1.33,430.1,0.83
2,Matrix_Multiplication,Out-of-Order,1.63,317.0,0.82
2,FFT,In-Order,0.88,476.7,0.74
2,Matrix_Multiplication,In-Order,0.84,597.5,0.73
2,Convolution,Out-of-Order,1.41,555.1,0.82
2,Convolution,Out-of-Order,1.65,379.7,0.82
2,Convolution,Out-of-Order,1.05,373.1,0.82
2,Radix,In-Order,1.35,493.2,0.71
2,Matrix_Multiplication,Out-of-Order,1.01,380.4,0.84
2,Radix,In-Order,1.38,374.5,0.71
2,Matrix_Multiplication,Out-of-Order,1.54,416.8,0.81
2,LU,In-Order,1.18,465.2,0.73
2,LU,In-Order,1.26,463.3,0.71
2,Convolution,Out-of-Order,1.78,348.5,0.81
2,Radix,Out-of-Order,1.64,377.6,0.83
2,Convolution,Out-of-Order,1.11,430.7,0.81
2,Radix,In-Order,1.45,596.6,0.73
2,LU,In-Order,0.83,586.3,0.72
2,FFT,In-Order,1.42,323.6,0.7
2,Radix,In-Order,1.16,342.9,0.73
2,FFT,Out-of-Order,1.27,361.0,0.84
2,LU,Out-of-Order,1.72,426.4,0.83
2,FFT,Out-of-Order,1.07,379.2,0.81
2,Convolution,In-Order,0.97,577.2,0.72
2,LU,In-Order,1.39,561.3,0.74
2,Radix,In-Order,0.93,458.9,0.72
2,Matrix_Multiplication,Out-of-Order,1.04,379.9,0.84
2,FFT,In-Order,1.34,415.4,0.72
2,LU,Out-of-Order,1.76,421.0,0.84
2,FFT,Out-of-Order,1.64,422.2,0.8
2,LU,Out-of-Order,1.41,455.3,0.81
2,Radix,Out-of-Order,1.04,516.4,0.81
2,Matrix_Multiplication,Out-of-Order,1.4,376.1,0.83
2,Convolution,In-Order,0.89,532.1,0.73
2,FFT,Out-of-Order,1.2,372.4,0.8
2,Radix,Out-of-Order,1.7,590.4,0.82
2,FFT,In-Order,1.26,478.3,0.72
2,FFT,In-Order,1.32,446.4,0.72
2,Matrix_Multiplication,In-Order,0.9,478.8,0.72
2,LU,In-Order,1.38,380.9,0.73
2,LU,Out-of-Order,1.29,409.5,0.81
2,FFT,Out-of-Order,1.49,502.8,0.8
2,FFT,In-Order,0.8,461.8,0.71
2,Matrix_Multiplication,In-Order,0.9,542.9,0.74
2,LU,In-Order,1.44,376.4,0.74
2,Radix,In-Order,1.18,421.2,0.74
2,Radix,In-Order,1.25,468.8,0.73
2,LU,Out-of-Order,1.18,410.4,0.83
2,FFT,Out-of-Order,1.4,428.8,0.82
2,FFT,In-Order,1.32,380.4,0.74
2,LU,Out-of-Order,1.25,385.9,0.8
2,Convolution,Out-of-Order,1.2,390.1,0.84
2,Convolution,In-Order,0.97,465.9,0.7
2,Matrix_Multiplication,Out-of-Order,1.19,353.6,0.82
2,Matrix_Multiplication,In-Order,1.49,558.6,0.74
2,Radix,In-Order,1.41,510.4,0.74
2,LU,Out-of-Order,1.75,496.8,0.83
2,FFT,Out-of-Order,1.26,456.3,0.82
2,Matrix_Multiplication,Out-of-Order,1.56,370.0,0.82
2,FFT,Out-of-Order,1.66,302.4,0.82
2,Convolution,Out-of-Order,1.74,363.7,0.84
2,LU,Out-of-Order,1.07,506.5,0.8
2,Radix,Out-of-Order,1.05,551.6,0.83
2,Radix,Out-of-Order,1.7,451.9,0.83
2,LU,In-Order,1.28,395.0,0.72
2,Matrix_Multiplication,Out-of-Order,1.65,570.2,0.83
2,Radix,Out-of-Order,1.67,367.4,0.82
2,FFT,In-Order,1.13,439.1,0.72
2,Convolution,Out-of-Order,1.63,426.6,0.82
2,Radix,In-Order,1.24,594.3,0.71
2,LU,Out-of-Order,1.4,319.8,0.81
2,Matrix_Multiplication,Out-of-Order,1.73,398.1,0.82
2,FFT,In-Order,1.29,390.7,0.7
2,Convolution,In-Order,0.85,357.2,0.72
2,Matrix_Multiplication,Out-of-Order,1.07,574.2,0.83
2,Radix,In-Order,1.24,413.7,0.73
2,LU,Out-of-Order,1.19,446.7,0.84
2,FFT,Out-of-Order,1.72,383.6,0.82
2,Matrix_Multiplication,In-Order,1.44,419.6,0.71
2,Convolution,In-Order,1.34,509.0,0.73
2,Radix,In-Order,1.3,457.1,0.73
2,LU,Out-of-Order,1.44,554.1,0.81
2,FFT,In-Order,1.14,560.4,0.72
2,Matrix_Multiplication,Out-of-Order,1.69,528.3,0.83
2,Radix,In-Order,0.98,520.7,0.73
2,LU,In-Order,1.08,422.6,0.73
2,LU,Out-of-Order,1.36,332.8,0.83
2,Radix,Out-of-Order,1.67,403.9,0.84
2,FFT,In-Order,1.03,497.3,0.73
2,Matrix_Multiplication,Out-of-Order,1.38,339.6,0.81
2,FFT,In-Order,1.12,525.7,0.71
2,Convolution,In-Order,1.25,585.5,0.72
2,LU,In-Order,1.18,385.5,0.71
2,Convolution,Out-of-Order,1.16,371.0,0.81
2,Convolution,Out-of-Order,1.07,442.9,0.83
2,FFT,In-Order,0.94,591.0,0.71
2,FFT,Out-of-Order,1.57,490.0,0.81
2,Matrix_Multiplication,In-Order,1.22,357.1,0.71
2,Matrix_Multiplication,Out-of-Order,1.41,536.9,0.82
2,Matrix_Multiplication,Out-of-Order,1.28,392.2,0.83
2,Convolution,In-Order,1.06,432.6,0.73
2,Matrix_Multiplication,Out-of-Order,1.57,577.4,0.82
2,Convolution,Out-of-Order,1.44,398.1,0.82
2,Radix,Out-of-Order,1.13,511.3,0.83
2,Convolution,In-Order,0.98,445.7,0.73
2,Convolution,In-Order,1.31,558.5,0.74
2,Matrix_Multiplication,Out-of-Order,1.13,335.6,0.83
2,LU,In-Order,0.86,348.1,0.72
2,Convolution,Out-of-Order,1.58,503.8,0.8
2,Convolution,Out-of-Order,1.44,362.5,0.83
2,Radix,Out-of-Order,1.04,519.5,0.81
2,Matrix_Multiplication,Out-of-Order,1.32,594.0,0.81
2,Convolution,Out-of-Order,1.25,353.7,0.81
2,Matrix_Multiplication,Out-of-Order,1.02,398.6,0.81
2,Convolution,Out-of-Order,1.04,365.0,0.84
2,Matrix_Multiplication,In-Order,1.32,402.2,0.72
2,Matrix_Multiplication,Out-of-Order,1.27,344.7,0.84
2,LU,Out-of-Order,1.12,579.2,0.83
2,Radix,In-Order,1.36,416.2,0.74
2,Radix,Out-of-Order,1.38,522.7,0.8
2,Matrix_Multiplication,In-Order,1.06,326.7,0.74
2,Radix,In-Order,0.88,501.9,0.74
2,Matrix_Multiplication,In-Order,1.35,359.9,0.71
2,Matrix_Multiplication,Out-of-Order,1.75,501.7,0.82
2,LU,Out-of-Order,1.45,338.5,0.84
2,Radix,In-Order,0.94,325.9,0.72
2,LU,In-Order,0.85,562.0,0.7
2,FFT,Out-of-Order,1.34,328.9,0.83
2,Convolution,In-Order,1.17,349.9,0.73
2,LU,Out-of-Order,1.55,335.9,0.8
2,Convolution,In-Order,1.41,414.2,0.74
2,FFT,In-Order,1.37,579.5,0.71
2,Convolution,In-Order,1.28,300.5,0.74
2,LU,In-Order,1.06,334.5,0.73
2,Radix,Out-of-Order,1.25,319.5,0.83
2,FFT,In-Order,0.92,361.9,0.7
2,LU,In-Order,1.02,477.9,0.73
2,Matrix_Multiplication,Out-of-Order,1.59,441.4,0.8
2,LU,In-Order,1.31,375.0,0.71
2,LU,In-Order,0.87,475.6,0.7
2,Convolution,Out-of-Order,1.47,370.4,0.82
2,Convolution,Out-of-Order,1.55,344.2,0.84
2,FFT,In-Order,1.47,576.4,0.71
2,LU,In-Order,1.31,485.5,0.71
2,Radix,Out-of-Order,1.78,514.0,0.83
2,Matrix_Multiplication,Out-of-Order,1.06,462.8,0.81
2,Convolution,In-Order,1.1,495.9,0.73
2,FFT,Out-of-Order,1.69,401.8,0.84
2,Convolution,In-Order,0.96,346.4,0.72
2,LU,Out-of-Order,1.7,580.9,0.82
2,FFT,In-Order,0.89,366.9,0.71
2,Convolution,In-Order,1.1,465.8,0.73
2,LU,Out-of-Order,1.18,505.1,0.84
2,Matrix_Multiplication,In-Order,1.36,497.4,0.72
2,Convolution,In-Order,1.32,330.9,0.71
2,LU,In-Order,0.94,350.2,0.73
2,Matrix_Multiplication,Out-of-Order,1.6,339.4,0.83
2,Convolution,In-Order,1.33,494.5,0.73
2,Matrix_Multiplication,Out-of-Order,1.27,517.0,0.82
2,Convolution,Out-of-Order,1.16,523.5,0.82
2,FFT,In-Order,1.02,578.3,0.71
2,Radix,In-Order,1.33,581.9,0.7
2,Radix,Out-of-Order,1.34,413.9,0.82
2,Matrix_Multiplication,Out-of-Order,1.41,518.5,0.84
2,Radix,In-Order,1.29,478.3,0.73
2,Matrix_Multiplication,Out-of-Order,1.09,383.7,0.81
2,FFT,Out-of-Order,1.49,493.9,0.82
2,Convolution,In-Order,1.16,477.2,0.71
2,Convolution,In-Order,0.96,492.5,0.73
2,Radix,Out-of-Order,1.24,542.0,0.83
2,Matrix_Multiplication,Out-of-Order,1.6,333.3,0.82
2,Radix,Out-of-Order,1.37,557.3,0.83
2,Convolution,Out-of-Order,1.02,480.4,0.8
2,Radix,Out-of-Order,1.69,473.9,0.82
2,Radix,Out-of-Order,1.07,526.3,0.83
2,Matrix_Multiplication,In-Order,0.86,334.3,0.74
2,FFT,Out-of-Order,1.73,533.7,0.82
2,Convolution,Out-of-Order,1.39,306.5,0.8
2,FFT,In-Order,0.86,439.8,0.73
2,Convolution,In-Order,1.08,331.8,0.72
2,Matrix_Multiplication,In-Order,1.42,310.7,0.73
2,Matrix_Multiplication,In-Order,1.11,509.2,0.74
2,Matrix_Multiplication,Out-of-Order,1.64,378.9,0.8
2,LU,In-Order,1.2,457.0,0.71
2,FFT,In-Order,1.04,353.0,0.7
2,Matrix_Multiplication,Out-of-Order,1.44,492.2,0.83
2,Radix,Out-of-Order,1.57,579.1,0.8
2,LU,In-Order,1.04,582.6,0.71
2,FFT,In-Order,1.37,379.5,0.73
2,Convolution,In-Order,0.97,600.0,0.72
2,Matrix_Multiplication,In-Order,1.24,402.4,0.73
2,Matrix_Multiplication,Out-of-Order,1.52,551.9,0.84
2,FFT,Out-of-Order,1.75,588.5,0.81
2,LU,Out-of-Order,1.26,471.0,0.82
2,FFT,Out-of-Order,1.47,537.0,0.82
2,FFT,In-Order,0.91,461.7,0.73
2,FFT,Out-of-Order,1.31,506.2,0.83
2,Convolution,Out-of-Order,1.11,327.9,0.81
2,Matrix_Multiplication,Out-of-Order,1.29,494.0,0.82
2,Radix,In-Order,1.04,309.2,0.7
2,Radix,In-Order,1.46,413.6,0.71
2,Matrix_Multiplication,Out-of-Order,1.46,304.1,0.82
2,Radix,In-Order,1.47,526.1,0.7
2,LU,Out-of-Order,1.15,538.5,0.84
2,Radix,In-Order,0.84,440.4,0.71
2,LU,In-Order,1.43,558.7,0.73
2,Matrix_Multiplication,Out-of-Order,1.7,495.4,0.82
2,Convolution,Out-of-Order,1.08,363.5,0.8
2,Matrix_Multiplication,In-Order,1.3,510.6,0.73
2,LU,Out-of-Order,1.21,566.1,0.81
2,Convolution,In-Order,1.43,382.9,0.71
2,FFT,In-Order,1.5,345.2,0.71
2,FFT,In-Order,0.83,341.7,0.7
2,FFT,Out-of-Order,1.56,463.1,0.83
2,LU,In-Order,1.29,309.0,0.7
2,Convolution,In-Order,0.99,572.0,0.73
2,LU,Out-of-Order,1.71,568.8,0.82
2,Matrix_Multiplication,In-Order,0.96,365.4,0.73
2,Matrix_Multiplication,In-Order,1.25,304.4,0.72
2,FFT,Out-of-Order,1.7,338.1,0.8
2,LU,In-Order,1.32,589.4,0.71
2,Radix,Out-of-Order,1.44,472.4,0.81
2,LU,Out-of-Order,1.18,300.9,0.8
2,Matrix_Multiplication,Out-of-Order,1.14,359.6,0.81
2,LU,Out-of-Order,1.12,309.6,0.81
2,LU,In-Order,1.4,578.6,0.73
2,FFT,Out-of-Order,1.74,468.5,0.82
2,Matrix_Multiplication,Out-of-Order,1.1,394.1,0.83
2,LU,Out-of-Order,1.63,389.4,0.82
2,LU,In-Order,1.17,327.4,0.71
2,FFT,In-Order,1.33,434.9,0.71
2,Matrix_Multiplication,In-Order,1.06,413.2,0.71
2,FFT,Out-of-Order,1.09,462.6,0.83
2,Convolution,Out-of-Order,1.29,495.8,0.81
2,FFT,In-Order,0.93,313.5,0.72
2,Convolution,Out-of-Order,1.5,310.2,0.81
2,Convolution,In-Order,1.28,590.0,0.74
2,Matrix_Multiplication,Out-of-Order,1.39,470.6,0.8
2,Convolution,Out-of-Order,1.79,321.0,0.83
2,FFT,In-Order,1.16,313.2,0.72
2,LU,Out-of-Order,1.48,474.0,0.81
2,Radix,Out-of-Order,1.7,559.9,0.82
2,Radix,In-Order,1.35,367.8,0.7
2,LU,Out-of-Order,1.7,432.4,0.81
2,Matrix_Multiplication,Out-of-Order,1.32,347.7,0.83
2,FFT,Out-of-Order,1.58,353.5,0.83
2,LU,Out-of-Order,1.54,321.0,0.83
2,LU,Out-of-Order,1.74,494.8,0.84
2,Radix,Out-of-Order,1.03,345.6,0.81
2,Radix,Out-of-Order,1.05,502.0,0.8
2,Convolution,Out-of-Order,1.1,460.9,0.84
2,Matrix_Multiplication,Out-of-Order,1.63,562.6,0.82
2,Convolution,Out-of-Order,1.37,592.2,0.8
2,Matrix_Multiplication,Out-of-Order,1.43,453.9,0.8
2,Radix,Out-of-Order,1.22,570.2,0.82
2,FFT,Out-of-Order,1.09,451.9,0.8
2,FFT,In-Order,1.42,593.4,0.7
2,Matrix_Multiplication,Out-of-Order,1.47,459.9,0.81
2,Matrix_Multiplication,Out-of-Order,1.47,460.3,0.82
2,Radix,In-Order,0.86,435.5,0.74
2,FFT,Out-of-Order,1.12,506.7,0.83
2,LU,In-Order,1.02,476.3,0.7
2,FFT,Out-of-Order,1.55,353.9,0.84
2,Matrix_Multiplication,Out-of-Order,1.4,554.2,0.81
2,Radix,Out-of-Order,1.36,589.5,0.81
2,LU,In-Order,0.89,307.0,0.71
2,Matrix_Multiplication,Out-of-Order,1.02,400.2,0.81
2,Matrix_Multiplication,Out-of-Order,1.39,498.8,0.8
2,Matrix_Multiplication,Out-of-Order,1.7,569.7,0.84
2,FFT,Out-of-Order,1.39,410.0,0.82
2,Convolution,Out-of-Order,1.73,563.8,0.83
2,Matrix_Multiplication,In-Order,1.42,311.3,0.71
2,FFT,Out-of-Order,1.47,328.2,0.82
2,LU,In-Order,1.0,378.7,0.74
2,Radix,Out-of-Order,1.53,450.9,0.83
2,Radix,In-Order,1.08,477.3,0.71
2,Radix,Out-of-Order,1.25,593.9,0.8
2,FFT,In-Order,0.94,416.0,0.73
2,FFT,Out-of-Order,1.56,306.2,0.83
2,Convolution,In-Order,1.13,305.6,0.72
2,FFT,Out-of-Order,1.37,490.7,0.84
2,Convolution,Out-of-Order,1.02,379.1,0.82
2,FFT,In-Order,1.31,313.6,0.74
2,Matrix_Multiplication,In-Order,1.41,381.3,0.74
2,Matrix_Multiplication,Out-of-Order,1.58,552.5,0.82
2,Convolution,Out-of-Order,1.15,337.6,0.82
2,LU,In-Order,1.35,485.6,0.72
2,Matrix_Multiplication,Out-of-Order,1.08,473.3,0.81
2,Convolution,In-Order,1.24,529.5,0.71
2,Matrix_Multiplication,In-Order,1.02,475.6,0.71
2,Radix,In-Order,0.8,464.8,0.72
2,FFT,Out-of-Order,1.72,577.7,0.8
2,LU,Out-of-Order,1.04,326.3,0.84
2,LU,Out-of-Order,1.09,446.2,0.83
2,LU,Out-of-Order,1.26,487.4,0.82
2,Radix,Out-of-Order,1.01,332.7,0.83
2,Matrix_Multiplication,Out-of-Order,1.32,434.4,0.8
2,Radix,Out-of-Order,1.76,373.8,0.8
2,Radix,In-Order,1.43,427.8,0.71
2,Convolution,In-Order,1.23,547.1,0.72
2,LU,Out-of-Order,1.66,584.4,0.83
2,Radix,In-Order,1.48,489.4,0.7
2,Radix,In-Order,1.42,393.8,0.74
2,Radix,In-Order,1.17,348.4,0.74
2,Radix,In-Order,0.8,410.8,0.73
2,Matrix_Multiplication,In-Order,1.04,353.9,0.7
2,Convolution,Out-of-Order,1.77,489.4,0.81
2,Convolution,In-Order,1.13,507.6,0.7
2,FFT,Out-of-Order,1.33,585.2,0.83
2,Matrix_Multiplication,In-Order,0.92,575.4,0.74
2,Matrix_Multiplication,In-Order,1.44,362.6,0.72
2,LU,In-Order,1.17,406.6,0.74
2,FFT,In-Order,1.22,592.3,0.73
2,FFT,In-Order,1.16,594.7,0.74
2,LU,In-Order,1.43,595.0,0.73
2,Matrix_Multiplication,In-Order,1.31,320.1,0.72
2,Radix,Out-of-Order,1.36,495.3,0.81
2,Matrix_Multiplication,In-Order,1.07,441.8,0.7
2,Radix,Out-of-Order,1.74,474.7,0.82
2,Convolution,In-Order,0.81,505.3,0.71
2,Convolution,In-Order,0.95,460.7,0.74
2,Radix,In-Order,1.44,367.0,0.71
2,Convolution,In-Order,1.5,507.1,0.72
2,Convolution,In-Order,1.26,391.4,0.72
2,FFT,Out-of-Order,1.09,553.5,0.84
2,Convolution,Out-of-Order,1.56,407.6,0.82
2,Convolution,In-Order,1.04,375.2,0.7
2,Convolution,Out-of-Order,1.12,455.7,0.8
2,Matrix_Multiplication,Out-of-Order,1.75,364.6,0.83
2,LU,Out-of-Order,1.79,549.4,0.82
2,Matrix_Multiplication,Out-of-Order,1.3,310.4,0.82
2,Convolution,Out-of-Order,1.39,305.1,0.8
2,Radix,Out-of-Order,1.68,596.2,0.84
2,LU,Out-of-Order,1.56,462.5,0.83
2,Radix,In-Order,0.94,465.5,0.72
2,Convolution,Out-of-Order,1.24,448.9,0.8
2,LU,In-Order,1.35,345.1,0.71
2,LU,In-Order,1.48,570.8,0.73
2,Matrix_Multiplication,In-Order,0.82,495.9,0.74
2,Radix,In-Order,1.1,334.8,0.73
2,Matrix_Multiplication,Out-of-Order,1.74,475.4,0.82
2,Matrix_Multiplication,Out-of-Order,1.08,547.4,0.81
2,LU,In-Order,0.95,334.3,0.73
2,Radix,Out-of-Order,1.74,595.8,0.81
2,LU,In-Order,0.81,510.9,0.71
2,LU,Out-of-Order,1.59,356.5,0.83
2,Convolution,Out-of-Order,1.61,443.7,0.82
2,LU,Out-of-Order,1.07,578.0,0.84
2,Matrix_Multiplication,In-Order,0.85,560.4,0.71
2,FFT,Out-of-Order,1.73,359.7,0.8
2,Matrix_Multiplication,Out-of-Order,1.29,572.6,0.8
2,Matrix_Multiplication,Out-of-Order,1.55,358.7,0.82
2,LU,Out-of-Order,1.35,428.0,0.83
2,LU,In-Order,1.47,526.6,0.72
2,Convolution,In-Order,1.15,308.9,0.7
2,Matrix_Multiplication,Out-of-Order,1.15,493.8,0.8
2,Radix,Out-of-Order,1.39,596.3,0.81
2,Convolution,In-Order,0.81,371.2,0.71
2,LU,Out-of-Order,1.52,346.2,0.82
2,Convolution,Out-of-Order,1.61,592.0,0.83
2,Convolution,In-Order,1.37,435.9,0.74
2,Convolution,In-Order,0.99,443.5,0.73
2,Matrix_Multiplication,In-Order,1.46,444.9,0.74
2,Radix,In-Order,1.2,341.3,0.73
2,Matrix_Multiplication,Out-of-Order,1.65,523.4,0.8
2,Radix,In-Order,1.4,477.1,0.71
2,LU,In-Order,0.98,440.9,0.73
2,Matrix_Multiplication,Out-of-Order,1.6,524.6,0.82
2,Convolution,In-Order,1.5,589.2,0.72
2,Radix,In-Order,1.16,587.5,0.7
2,LU,Out-of-Order,1.72,339.7,0.82
2,Matrix_Multiplication,Out-of-Order,1.1,300.3,0.83
2,Radix,Out-of-Order,1.79,463.9,0.81
2,FFT,Out-of-Order,1.68,522.9,0.81
2,LU,In-Order,1.1,420.8,0.7
2,LU,In-Order,1.0,337.1,0.7
2,LU,In-Order,1.46,426.2,0.72
2,LU,In-Order,0.96,422.1,0.72
2,Matrix_Multiplication,Out-of-Order,1.59,451.4,0.81
2,Convolution,Out-of-Order,1.38,348.7,0.8
2,FFT,In-Order,1.2,564.4,0.71
2,LU,In-Order,0.96,431.6,0.71
2,LU,In-Order,1.34,497.2,0.72
2,Matrix_Multiplication,In-Order,1.33,456.4,0.72
2,Radix,In-Order,1.31,477.9,0.7
2,Radix,In-Order,0.97,485.9,0.72
2,LU,In-Order,1.05,379.4,0.71
2,Radix,In-Order,0.84,412.2,0.7
2,FFT,In-Order,1.22,498.1,0.74
2,Radix,In-Order,1.22,595.9,0.74
2,Matrix_Multiplication,In-Order,1.05,578.6,0.73
2,FFT,Out-of-Order,1.26,360.9,0.81
2,Radix,In-Order,1.11,552.4,0.74
2,Matrix_Multiplication,Out-of-Order,1.37,302.8,0.84
2,Convolution,In-Order,1.15,390.5,0.7
2,LU,In-Order,1.13,515.6,0.74
2,LU,In-Order,1.07,586.1,0.71
2,Matrix_Multiplication,In-Order,1.17,451.1,0.73
2,Matrix_Multiplication,Out-of-Order,1.34,479.5,0.81
2,Radix,Out-of-Order,1.22,497.2,0.81
2,Radix,In-Order,1.06,392.5,0.71
2,LU,Out-of-Order,1.75,577.9,0.84
2,Convolution,In-Order,0.86,422.5,0.72
2,Matrix_Multiplication,Out-of-Order,1.63,375.6,0.83
2,LU,Out-of-Order,1.7,384.4,0.82
2,LU,In-Order,1.37,427.2,0.72
3,FFT,Out-of-Order,1.18,329.6,0.85
3,FFT,Out-of-Order,1.56,311.9,0.84
3,Convolution,Out-of-Order,1.45,441.6,0.84
3,Matrix_Multiplication,In-Order,1.46,384.0,0.72
3,Radix,In-Order,1.19,317.4,0.72
3,Radix,In-Order,0.85,520.8,0.75
3,Convolution,Out-of-Order,1.08,500.4,0.83
3,Convolution,Out-of-Order,1.58,578.6,0.81
3,Convolution,In-Order,1.11,573.8,0.71
3,LU,Out-of-Order,1.59,495.9,0.85
3,Matrix_Multiplication,Out-of-Order,1.56,360.9,0.84
3,LU,In-Order,1.27,529.1,0.72
3,FFT,In-Order,0.93,499.9,0.72
3,Matrix_Multiplication,In-Order,1.33,578.7,0.74
3,Matrix_Multiplication,In-Order,1.22,397.5,0.72
3,LU,In-Order,1.41,472.0,0.74
3,Matrix_Multiplication,In-Order,1.11,412.1,0.72
3,Matrix_Multiplication,In-Order,1.45,530.6,0.71
3,Convolution,In-Order,1.32,598.2,0.73
3,Radix,In-Order,0.95,503.4,0.74
3,LU,Out-of-Order,1.38,308.6,0.83
3,FFT,In-Order,0.85,340.0,0.73
3,Convolution,In-Order,1.21,459.3,0.73
3,LU,Out-of-Order,1.42,562.2,0.85
3,Convolution,In-Order,1.26,405.4,0.72
3,Convolution,Out-of-Order,1.64,390.7,0.84
3,Convolution,Out-of-Order,1.34,445.9,0.82
3,Radix,In-Order,0.86,460.1,0.75
3,Radix,In-Order,1.49,304.2,0.74
3,FFT,In-Order,1.16,362.3,0.74
3,Radix,In-Order,1.07,474.4,0.72
3,LU,In-Order,1.32,531.8,0.71
3,FFT,In-Order,0.88,412.9,0.71
3,LU,In-Order,0.81,433.6,0.72
3,Radix,Out-of-Order,1.11,536.4,0.83
3,Matrix_Multiplication,Out-of-Order,1.1,337.3,0.84
3,Matrix_Multiplication,Out-of-Order,1.05,326.9,0.82
3,LU,In-Order,1.2,383.1,0.72
3,LU,In-Order,1.47,311.6,0.71
3,FFT,In-Order,1.05,367.8,0.73
3,Radix,Out-of-Order,1.75,349.0,0.83
3,LU,Out-of-Order,1.73,515.6,0.85
3,Matrix_Multiplication,In-Order,1.11,319.8,0.72
3,Radix,In-Order,1.22,458.9,0.72
3,LU,In-Order,1.5,485.7,0.73
3,LU,Out-of-Order,1.43,513.1,0.84
3,Matrix_Multiplication,In-Order,1.44,423.0,0.73
3,FFT,Out-of-Order,1.34,309.7,0.84
3,Convolution,In-Order,0.81,325.1,0.74
3,Radix,Out-of-Order,1.03,370.8,0.82
3,LU,In-Order,1.42,330.8,0.74
3,Matrix_Multiplication,In-Order,0.93,424.1,0.72
3,LU,In-Order,1.05,445.9,0.74
3,Radix,Out-of-Order,1.05,528.3,0.84
3,FFT,In-Order,1.46,529.0,0.72
3,Convolution,Out-of-Order,1.4,552.6,0.83
3,Matrix_Multiplication,Out-of-Order,1.23,544.4,0.83
3,LU,In-Order,1.21,420.6,0.71
3,FFT,Out-of-Order,1.39,389.2,0.85
3,Convolution,Out-of-Order,1.14,448.4,0.82
3,LU,Out-of-Order,1.53,446.1,0.83
3,Convolution,Out-of-Order,1.13,564.0,0.83
3,Radix,Out-of-Order,1.14,424.0,0.83
3,Matrix_Multiplication,Out-of-Order,1.69,596.7,0.85
3,FFT,Out-of-Order,1.02,421.7,0.84
3,FFT,Out-of-Order,1.77,420.7,0.84
3,FFT,In-Order,1.48,334.6,0.74
3,LU,Out-of-Order,1.43,544.0,0.83
3,LU,Out-of-Order,1.64,526.1,0.82
3,Convolution,Out-of-Order,1.27,366.7,0.84
3,Matrix_Multiplication,Out-of-Order,1.65,382.1,0.85
3,Matrix_Multiplication,In-Order,1.48,426.2,0.75
3,Radix,In-Order,0.96,307.5,0.72
3,LU,In-Order,1.04,564.1,0.71
3,Convolution,Out-of-Order,1.49,484.3,0.84
